Training samples 50000
Device : cuda
Total number of trainable parameters : 24742081
image_size : 224
patch_size : 16
vision_width : 192
vision_layers : 12
vision_heads : 3
vision_layer_norm_eps : 1e-06
vocab_size : 49408
text_width : 256
text_layers : 8
text_heads : 4
max_length : 77
text_layer_norm_eps : 1e-06
shared_dim : 512
batch_size : 256
learning_rate : 0.0001
epochs : 10
loss_type : contrastive
Optimizer : AdamW
Batch : 0 / 196 | Time 4483 ms | Train Loss : 5.5464 | Grad Norm : 0.2511 | Learning rate : 5.10e-07
Batch : 109 / 196 | Time 266 ms | Train Loss : 4.3846 | Grad Norm : 13.7153 | Learning rate : 6.61e-05
Batch : 110 / 196 | Time 270 ms | Train Loss : 4.4893 | Grad Norm : 14.4032 | Learning rate : 6.60e-05
Batch : 111 / 196 | Time 272 ms | Train Loss : 4.5264 | Grad Norm : 15.7941 | Learning rate : 6.59e-05
Batch : 112 / 196 | Time 264 ms | Train Loss : 4.5944 | Grad Norm : 20.7172 | Learning rate : 6.58e-05
Batch : 113 / 196 | Time 272 ms | Train Loss : 4.5259 | Grad Norm : 14.7032 | Learning rate : 6.58e-05
Batch : 114 / 196 | Time 273 ms | Train Loss : 4.3893 | Grad Norm : 14.4914 | Learning rate : 6.57e-05
Batch : 115 / 196 | Time 264 ms | Train Loss : 4.4657 | Grad Norm : 12.5818 | Learning rate : 6.56e-05
Batch : 116 / 196 | Time 268 ms | Train Loss : 4.3773 | Grad Norm : 14.2804 | Learning rate : 6.55e-05
Batch : 117 / 196 | Time 264 ms | Train Loss : 4.5428 | Grad Norm : 11.4178 | Learning rate : 6.54e-05
Batch : 118 / 196 | Time 265 ms | Train Loss : 4.4393 | Grad Norm : 11.7344 | Learning rate : 6.53e-05
Batch : 119 / 196 | Time 263 ms | Train Loss : 4.4816 | Grad Norm : 13.8927 | Learning rate : 6.52e-05
Batch : 120 / 196 | Time 265 ms | Train Loss : 4.5433 | Grad Norm : 18.1260 | Learning rate : 6.52e-05
Batch : 121 / 196 | Time 267 ms | Train Loss : 4.3790 | Grad Norm : 17.1298 | Learning rate : 6.51e-05
Batch : 122 / 196 | Time 269 ms | Train Loss : 4.3628 | Grad Norm : 9.1849 | Learning rate : 6.50e-05
Batch : 123 / 196 | Time 265 ms | Train Loss : 4.4973 | Grad Norm : 12.9744 | Learning rate : 6.49e-05
Batch : 124 / 196 | Time 263 ms | Train Loss : 4.5511 | Grad Norm : 12.5952 | Learning rate : 6.48e-05
Batch : 125 / 196 | Time 265 ms | Train Loss : 4.5416 | Grad Norm : 11.7370 | Learning rate : 6.47e-05
Batch : 126 / 196 | Time 269 ms | Train Loss : 4.4920 | Grad Norm : 12.7396 | Learning rate : 6.47e-05
Batch : 127 / 196 | Time 266 ms | Train Loss : 4.4331 | Grad Norm : 10.1991 | Learning rate : 6.46e-05
Batch : 128 / 196 | Time 272 ms | Train Loss : 4.3862 | Grad Norm : 13.8065 | Learning rate : 6.45e-05
Batch : 129 / 196 | Time 266 ms | Train Loss : 4.4087 | Grad Norm : 15.4058 | Learning rate : 6.44e-05
Batch : 130 / 196 | Time 272 ms | Train Loss : 4.3619 | Grad Norm : 10.1229 | Learning rate : 6.43e-05
Batch : 131 / 196 | Time 267 ms | Train Loss : 4.4821 | Grad Norm : 11.9757 | Learning rate : 6.42e-05
Batch : 132 / 196 | Time 265 ms | Train Loss : 4.4800 | Grad Norm : 21.2824 | Learning rate : 6.41e-05
Batch : 133 / 196 | Time 266 ms | Train Loss : 4.5584 | Grad Norm : 19.0225 | Learning rate : 6.41e-05
Batch : 134 / 196 | Time 268 ms | Train Loss : 4.4831 | Grad Norm : 23.7108 | Learning rate : 6.40e-05
Batch : 135 / 196 | Time 264 ms | Train Loss : 4.3393 | Grad Norm : 18.0272 | Learning rate : 6.39e-05
Batch : 136 / 196 | Time 270 ms | Train Loss : 4.4707 | Grad Norm : 9.5838 | Learning rate : 6.38e-05
Batch : 137 / 196 | Time 271 ms | Train Loss : 4.4878 | Grad Norm : 9.9117 | Learning rate : 6.37e-05
Batch : 138 / 196 | Time 266 ms | Train Loss : 4.5459 | Grad Norm : 21.3586 | Learning rate : 6.36e-05
Batch : 139 / 196 | Time 264 ms | Train Loss : 4.4305 | Grad Norm : 17.4031 | Learning rate : 6.35e-05
Batch : 140 / 196 | Time 266 ms | Train Loss : 4.4699 | Grad Norm : 14.9536 | Learning rate : 6.35e-05
Batch : 141 / 196 | Time 265 ms | Train Loss : 4.3807 | Grad Norm : 13.8790 | Learning rate : 6.34e-05
Batch : 142 / 196 | Time 263 ms | Train Loss : 4.4398 | Grad Norm : 14.1703 | Learning rate : 6.33e-05
Batch : 143 / 196 | Time 270 ms | Train Loss : 4.3453 | Grad Norm : 12.1245 | Learning rate : 6.32e-05
Batch : 144 / 196 | Time 269 ms | Train Loss : 4.3253 | Grad Norm : 23.7705 | Learning rate : 6.31e-05
Batch : 145 / 196 | Time 269 ms | Train Loss : 4.5395 | Grad Norm : 14.9992 | Learning rate : 6.30e-05
Batch : 146 / 196 | Time 265 ms | Train Loss : 4.4225 | Grad Norm : 21.9308 | Learning rate : 6.29e-05
Batch : 147 / 196 | Time 265 ms | Train Loss : 4.4925 | Grad Norm : 24.5776 | Learning rate : 6.29e-05
Batch : 148 / 196 | Time 272 ms | Train Loss : 4.4864 | Grad Norm : 12.8127 | Learning rate : 6.28e-05
Batch : 149 / 196 | Time 268 ms | Train Loss : 4.4764 | Grad Norm : 18.7904 | Learning rate : 6.27e-05
Batch : 150 / 196 | Time 264 ms | Train Loss : 4.5052 | Grad Norm : 17.0458 | Learning rate : 6.26e-05
Batch : 151 / 196 | Time 273 ms | Train Loss : 4.4803 | Grad Norm : 19.8222 | Learning rate : 6.25e-05
Batch : 152 / 196 | Time 265 ms | Train Loss : 4.5294 | Grad Norm : 14.1309 | Learning rate : 6.24e-05
Batch : 153 / 196 | Time 260 ms | Train Loss : 4.5010 | Grad Norm : 12.6851 | Learning rate : 6.23e-05
Batch : 154 / 196 | Time 266 ms | Train Loss : 4.4699 | Grad Norm : 20.0272 | Learning rate : 6.23e-05
Batch : 155 / 196 | Time 266 ms | Train Loss : 4.4871 | Grad Norm : 11.9057 | Learning rate : 6.22e-05
Batch : 156 / 196 | Time 264 ms | Train Loss : 4.4136 | Grad Norm : 10.6381 | Learning rate : 6.21e-05
Batch : 157 / 196 | Time 265 ms | Train Loss : 4.4600 | Grad Norm : 15.2933 | Learning rate : 6.20e-05
Batch : 158 / 196 | Time 263 ms | Train Loss : 4.4423 | Grad Norm : 12.1897 | Learning rate : 6.19e-05
Batch : 159 / 196 | Time 264 ms | Train Loss : 4.4883 | Grad Norm : 15.6528 | Learning rate : 6.18e-05
Batch : 160 / 196 | Time 266 ms | Train Loss : 4.4610 | Grad Norm : 21.1747 | Learning rate : 6.17e-05
Batch : 161 / 196 | Time 268 ms | Train Loss : 4.5328 | Grad Norm : 16.8459 | Learning rate : 6.16e-05
Batch : 162 / 196 | Time 269 ms | Train Loss : 4.4197 | Grad Norm : 14.0553 | Learning rate : 6.16e-05
Batch : 163 / 196 | Time 264 ms | Train Loss : 4.4261 | Grad Norm : 13.1016 | Learning rate : 6.15e-05
Batch : 164 / 196 | Time 267 ms | Train Loss : 4.3559 | Grad Norm : 8.8246 | Learning rate : 6.14e-05
Batch : 165 / 196 | Time 266 ms | Train Loss : 4.4148 | Grad Norm : 20.5676 | Learning rate : 6.13e-05
Batch : 166 / 196 | Time 269 ms | Train Loss : 4.5015 | Grad Norm : 22.1579 | Learning rate : 6.12e-05
Batch : 167 / 196 | Time 266 ms | Train Loss : 4.4870 | Grad Norm : 7.4629 | Learning rate : 6.11e-05
Batch : 168 / 196 | Time 265 ms | Train Loss : 4.4455 | Grad Norm : 13.3922 | Learning rate : 6.10e-05
Batch : 169 / 196 | Time 273 ms | Train Loss : 4.4596 | Grad Norm : 22.7969 | Learning rate : 6.10e-05
Batch : 170 / 196 | Time 272 ms | Train Loss : 4.4832 | Grad Norm : 17.2686 | Learning rate : 6.09e-05
Batch : 171 / 196 | Time 265 ms | Train Loss : 4.4295 | Grad Norm : 9.5527 | Learning rate : 6.08e-05
Batch : 172 / 196 | Time 264 ms | Train Loss : 4.3768 | Grad Norm : 15.0797 | Learning rate : 6.07e-05
Batch : 173 / 196 | Time 263 ms | Train Loss : 4.4386 | Grad Norm : 11.8032 | Learning rate : 6.06e-05
Batch : 174 / 196 | Time 270 ms | Train Loss : 4.3536 | Grad Norm : 11.5344 | Learning rate : 6.05e-05
Batch : 175 / 196 | Time 265 ms | Train Loss : 4.3640 | Grad Norm : 13.7233 | Learning rate : 6.04e-05
Batch : 176 / 196 | Time 267 ms | Train Loss : 4.3517 | Grad Norm : 15.0191 | Learning rate : 6.03e-05
Batch : 177 / 196 | Time 264 ms | Train Loss : 4.4014 | Grad Norm : 12.8858 | Learning rate : 6.03e-05
Batch : 178 / 196 | Time 265 ms | Train Loss : 4.4593 | Grad Norm : 14.7424 | Learning rate : 6.02e-05
Batch : 179 / 196 | Time 259 ms | Train Loss : 4.6248 | Grad Norm : 12.2913 | Learning rate : 6.01e-05
Batch : 180 / 196 | Time 266 ms | Train Loss : 4.4287 | Grad Norm : 17.7272 | Learning rate : 6.00e-05
Batch : 181 / 196 | Time 267 ms | Train Loss : 4.3834 | Grad Norm : 15.8973 | Learning rate : 5.99e-05
Batch : 182 / 196 | Time 270 ms | Train Loss : 4.4830 | Grad Norm : 9.5707 | Learning rate : 5.98e-05
Batch : 183 / 196 | Time 273 ms | Train Loss : 4.4723 | Grad Norm : 14.1799 | Learning rate : 5.97e-05
Batch : 184 / 196 | Time 267 ms | Train Loss : 4.4943 | Grad Norm : 16.2586 | Learning rate : 5.96e-05
Batch : 185 / 196 | Time 267 ms | Train Loss : 4.4096 | Grad Norm : 13.4705 | Learning rate : 5.96e-05
Batch : 186 / 196 | Time 264 ms | Train Loss : 4.4269 | Grad Norm : 13.0018 | Learning rate : 5.95e-05
Batch : 187 / 196 | Time 260 ms | Train Loss : 4.5466 | Grad Norm : 12.5529 | Learning rate : 5.94e-05
Batch : 188 / 196 | Time 265 ms | Train Loss : 4.4852 | Grad Norm : 10.7675 | Learning rate : 5.93e-05
Batch : 189 / 196 | Time 269 ms | Train Loss : 4.4205 | Grad Norm : 22.4579 | Learning rate : 5.92e-05
Batch : 190 / 196 | Time 262 ms | Train Loss : 4.4963 | Grad Norm : 15.0868 | Learning rate : 5.91e-05
Batch : 191 / 196 | Time 263 ms | Train Loss : 4.5219 | Grad Norm : 12.7438 | Learning rate : 5.90e-05
Batch : 192 / 196 | Time 266 ms | Train Loss : 4.5388 | Grad Norm : 20.4286 | Learning rate : 5.89e-05
Batch : 193 / 196 | Time 271 ms | Train Loss : 4.4539 | Grad Norm : 13.7209 | Learning rate : 5.89e-05
Batch : 194 / 196 | Time 272 ms | Train Loss : 4.4434 | Grad Norm : 14.2455 | Learning rate : 5.88e-05
Batch : 195 / 196 | Time 109 ms | Train Loss : 3.4492 | Grad Norm : 20.1468 | Learning rate : 5.87e-05
Epoch : 4 | Training Loss : 3.4492| Accuracy on test set : 0.4759
 Batch : 0 / 196 | Time 272 ms | Train Loss : 4.5266 | Grad Norm : 23.8745 | Learning rate : 5.86e-05
Batch : 1 / 196 | Time 270 ms | Train Loss : 4.6118 | Grad Norm : 24.9140 | Learning rate : 5.85e-05
Batch : 2 / 196 | Time 266 ms | Train Loss : 4.3940 | Grad Norm : 14.5647 | Learning rate : 5.84e-05
Batch : 3 / 196 | Time 267 ms | Train Loss : 4.4560 | Grad Norm : 14.0893 | Learning rate : 5.83e-05
Batch : 4 / 196 | Time 268 ms | Train Loss : 4.3965 | Grad Norm : 19.0131 | Learning rate : 5.82e-05
Batch : 5 / 196 | Time 271 ms | Train Loss : 4.3655 | Grad Norm : 13.4384 | Learning rate : 5.82e-05
Batch : 6 / 196 | Time 265 ms | Train Loss : 4.4106 | Grad Norm : 13.0425 | Learning rate : 5.81e-05
Batch : 7 / 196 | Time 265 ms | Train Loss : 4.3569 | Grad Norm : 14.9572 | Learning rate : 5.80e-05
Batch : 8 / 196 | Time 264 ms | Train Loss : 4.4653 | Grad Norm : 15.6255 | Learning rate : 5.79e-05
Batch : 9 / 196 | Time 263 ms | Train Loss : 4.2913 | Grad Norm : 16.4062 | Learning rate : 5.78e-05
Batch : 10 / 196 | Time 268 ms | Train Loss : 4.3509 | Grad Norm : 14.1215 | Learning rate : 5.77e-05
Batch : 11 / 196 | Time 266 ms | Train Loss : 4.4011 | Grad Norm : 19.5652 | Learning rate : 5.76e-05
Batch : 12 / 196 | Time 271 ms | Train Loss : 4.4865 | Grad Norm : 14.1821 | Learning rate : 5.75e-05
Batch : 13 / 196 | Time 265 ms | Train Loss : 4.4309 | Grad Norm : 10.3579 | Learning rate : 5.75e-05
Batch : 14 / 196 | Time 267 ms | Train Loss : 4.4762 | Grad Norm : 20.8412 | Learning rate : 5.74e-05
Batch : 15 / 196 | Time 264 ms | Train Loss : 4.4241 | Grad Norm : 19.7421 | Learning rate : 5.73e-05
Batch : 16 / 196 | Time 264 ms | Train Loss : 4.4913 | Grad Norm : 12.5135 | Learning rate : 5.72e-05
Batch : 17 / 196 | Time 272 ms | Train Loss : 4.3455 | Grad Norm : 13.3228 | Learning rate : 5.71e-05
Batch : 18 / 196 | Time 267 ms | Train Loss : 4.3829 | Grad Norm : 11.0356 | Learning rate : 5.70e-05
Batch : 19 / 196 | Time 271 ms | Train Loss : 4.2704 | Grad Norm : 11.4016 | Learning rate : 5.69e-05
Batch : 20 / 196 | Time 274 ms | Train Loss : 4.4590 | Grad Norm : 13.7580 | Learning rate : 5.68e-05
Batch : 21 / 196 | Time 263 ms | Train Loss : 4.4071 | Grad Norm : 17.3333 | Learning rate : 5.67e-05
Batch : 22 / 196 | Time 264 ms | Train Loss : 4.4167 | Grad Norm : 19.1824 | Learning rate : 5.67e-05
Batch : 23 / 196 | Time 264 ms | Train Loss : 4.3339 | Grad Norm : 9.9403 | Learning rate : 5.66e-05
Batch : 24 / 196 | Time 264 ms | Train Loss : 4.2737 | Grad Norm : 18.1468 | Learning rate : 5.65e-05
Batch : 25 / 196 | Time 267 ms | Train Loss : 4.4311 | Grad Norm : 11.2798 | Learning rate : 5.64e-05
Batch : 26 / 196 | Time 274 ms | Train Loss : 4.5122 | Grad Norm : 15.3664 | Learning rate : 5.63e-05
Batch : 27 / 196 | Time 276 ms | Train Loss : 4.4205 | Grad Norm : 14.8949 | Learning rate : 5.62e-05
Batch : 28 / 196 | Time 267 ms | Train Loss : 4.4212 | Grad Norm : 14.5627 | Learning rate : 5.61e-05
Batch : 29 / 196 | Time 265 ms | Train Loss : 4.3784 | Grad Norm : 11.6196 | Learning rate : 5.60e-05
Batch : 30 / 196 | Time 264 ms | Train Loss : 4.4521 | Grad Norm : 20.9216 | Learning rate : 5.60e-05
Batch : 31 / 196 | Time 264 ms | Train Loss : 4.5427 | Grad Norm : 13.9445 | Learning rate : 5.59e-05
Batch : 32 / 196 | Time 272 ms | Train Loss : 4.4604 | Grad Norm : 10.6387 | Learning rate : 5.58e-05
Batch : 33 / 196 | Time 267 ms | Train Loss : 4.5305 | Grad Norm : 12.6985 | Learning rate : 5.57e-05
Batch : 34 / 196 | Time 263 ms | Train Loss : 4.3890 | Grad Norm : 14.1963 | Learning rate : 5.56e-05
Batch : 35 / 196 | Time 265 ms | Train Loss : 4.4715 | Grad Norm : 16.4125 | Learning rate : 5.55e-05
Batch : 36 / 196 | Time 259 ms | Train Loss : 4.3983 | Grad Norm : 14.4280 | Learning rate : 5.54e-05
Batch : 37 / 196 | Time 263 ms | Train Loss : 4.3170 | Grad Norm : 9.3337 | Learning rate : 5.53e-05
Batch : 38 / 196 | Time 264 ms | Train Loss : 4.3986 | Grad Norm : 13.3731 | Learning rate : 5.52e-05
Batch : 39 / 196 | Time 268 ms | Train Loss : 4.3796 | Grad Norm : 12.6217 | Learning rate : 5.52e-05
Batch : 40 / 196 | Time 264 ms | Train Loss : 4.3335 | Grad Norm : 9.3819 | Learning rate : 5.51e-05
Batch : 41 / 196 | Time 267 ms | Train Loss : 4.4611 | Grad Norm : 10.8153 | Learning rate : 5.50e-05
Batch : 42 / 196 | Time 264 ms | Train Loss : 4.3650 | Grad Norm : 12.8873 | Learning rate : 5.49e-05
Batch : 43 / 196 | Time 267 ms | Train Loss : 4.4061 | Grad Norm : 13.5419 | Learning rate : 5.48e-05
Batch : 44 / 196 | Time 262 ms | Train Loss : 4.3659 | Grad Norm : 14.7968 | Learning rate : 5.47e-05
Batch : 45 / 196 | Time 264 ms | Train Loss : 4.3219 | Grad Norm : 20.6240 | Learning rate : 5.46e-05
Batch : 46 / 196 | Time 263 ms | Train Loss : 4.5540 | Grad Norm : 18.2608 | Learning rate : 5.45e-05
Batch : 47 / 196 | Time 266 ms | Train Loss : 4.3957 | Grad Norm : 23.9251 | Learning rate : 5.44e-05
Batch : 48 / 196 | Time 266 ms | Train Loss : 4.4197 | Grad Norm : 13.3606 | Learning rate : 5.44e-05
Batch : 49 / 196 | Time 264 ms | Train Loss : 4.3829 | Grad Norm : 17.6693 | Learning rate : 5.43e-05
Batch : 50 / 196 | Time 264 ms | Train Loss : 4.3332 | Grad Norm : 14.0878 | Learning rate : 5.42e-05
Batch : 51 / 196 | Time 264 ms | Train Loss : 4.3969 | Grad Norm : 21.1218 | Learning rate : 5.41e-05
Batch : 52 / 196 | Time 269 ms | Train Loss : 4.4597 | Grad Norm : 17.4000 | Learning rate : 5.40e-05
Batch : 53 / 196 | Time 273 ms | Train Loss : 4.4757 | Grad Norm : 15.4797 | Learning rate : 5.39e-05
Batch : 54 / 196 | Time 264 ms | Train Loss : 4.4149 | Grad Norm : 17.8988 | Learning rate : 5.38e-05
Batch : 55 / 196 | Time 264 ms | Train Loss : 4.4377 | Grad Norm : 17.6944 | Learning rate : 5.37e-05
Batch : 56 / 196 | Time 267 ms | Train Loss : 4.4609 | Grad Norm : 14.5444 | Learning rate : 5.36e-05
Batch : 57 / 196 | Time 266 ms | Train Loss : 4.4395 | Grad Norm : 18.7323 | Learning rate : 5.36e-05
Batch : 58 / 196 | Time 266 ms | Train Loss : 4.4073 | Grad Norm : 10.1677 | Learning rate : 5.35e-05
Batch : 59 / 196 | Time 266 ms | Train Loss : 4.3126 | Grad Norm : 12.8748 | Learning rate : 5.34e-05
Batch : 60 / 196 | Time 265 ms | Train Loss : 4.4126 | Grad Norm : 10.1427 | Learning rate : 5.33e-05
Batch : 61 / 196 | Time 264 ms | Train Loss : 4.3788 | Grad Norm : 12.4729 | Learning rate : 5.32e-05
Batch : 62 / 196 | Time 266 ms | Train Loss : 4.3922 | Grad Norm : 13.5607 | Learning rate : 5.31e-05
Batch : 63 / 196 | Time 267 ms | Train Loss : 4.2799 | Grad Norm : 16.9255 | Learning rate : 5.30e-05
Batch : 64 / 196 | Time 266 ms | Train Loss : 4.4457 | Grad Norm : 13.3047 | Learning rate : 5.29e-05
Batch : 65 / 196 | Time 268 ms | Train Loss : 4.3999 | Grad Norm : 12.0073 | Learning rate : 5.28e-05
Batch : 66 / 196 | Time 270 ms | Train Loss : 4.3685 | Grad Norm : 11.1994 | Learning rate : 5.28e-05
Batch : 67 / 196 | Time 267 ms | Train Loss : 4.4644 | Grad Norm : 12.7431 | Learning rate : 5.27e-05
Batch : 68 / 196 | Time 266 ms | Train Loss : 4.3509 | Grad Norm : 14.3672 | Learning rate : 5.26e-05
Batch : 69 / 196 | Time 269 ms | Train Loss : 4.4723 | Grad Norm : 14.1396 | Learning rate : 5.25e-05
Batch : 70 / 196 | Time 266 ms | Train Loss : 4.3810 | Grad Norm : 10.2476 | Learning rate : 5.24e-05
Batch : 71 / 196 | Time 271 ms | Train Loss : 4.4027 | Grad Norm : 14.8111 | Learning rate : 5.23e-05
Batch : 72 / 196 | Time 267 ms | Train Loss : 4.4685 | Grad Norm : 7.5412 | Learning rate : 5.22e-05
Batch : 73 / 196 | Time 269 ms | Train Loss : 4.3456 | Grad Norm : 10.8539 | Learning rate : 5.21e-05
Batch : 74 / 196 | Time 259 ms | Train Loss : 4.4351 | Grad Norm : 13.8287 | Learning rate : 5.20e-05
Batch : 75 / 196 | Time 268 ms | Train Loss : 4.3595 | Grad Norm : 12.4970 | Learning rate : 5.20e-05
Batch : 76 / 196 | Time 273 ms | Train Loss : 4.3394 | Grad Norm : 10.8910 | Learning rate : 5.19e-05
Batch : 77 / 196 | Time 264 ms | Train Loss : 4.2776 | Grad Norm : 15.6732 | Learning rate : 5.18e-05
Batch : 78 / 196 | Time 265 ms | Train Loss : 4.4362 | Grad Norm : 12.3288 | Learning rate : 5.17e-05
Batch : 79 / 196 | Time 262 ms | Train Loss : 4.4893 | Grad Norm : 12.7734 | Learning rate : 5.16e-05
Batch : 80 / 196 | Time 263 ms | Train Loss : 4.3880 | Grad Norm : 9.8541 | Learning rate : 5.15e-05
Batch : 81 / 196 | Time 261 ms | Train Loss : 4.4112 | Grad Norm : 11.9221 | Learning rate : 5.14e-05
Batch : 82 / 196 | Time 272 ms | Train Loss : 4.3103 | Grad Norm : 13.5726 | Learning rate : 5.13e-05
Batch : 83 / 196 | Time 263 ms | Train Loss : 4.4112 | Grad Norm : 12.3322 | Learning rate : 5.12e-05
Batch : 84 / 196 | Time 266 ms | Train Loss : 4.4348 | Grad Norm : 15.5946 | Learning rate : 5.12e-05
Batch : 85 / 196 | Time 265 ms | Train Loss : 4.4746 | Grad Norm : 19.3807 | Learning rate : 5.11e-05
Batch : 86 / 196 | Time 265 ms | Train Loss : 4.4120 | Grad Norm : 11.2951 | Learning rate : 5.10e-05
Batch : 87 / 196 | Time 265 ms | Train Loss : 4.3913 | Grad Norm : 13.8063 | Learning rate : 5.09e-05
Batch : 88 / 196 | Time 266 ms | Train Loss : 4.4384 | Grad Norm : 10.5672 | Learning rate : 5.08e-05
Batch : 89 / 196 | Time 267 ms | Train Loss : 4.3823 | Grad Norm : 15.6163 | Learning rate : 5.07e-05
Batch : 90 / 196 | Time 266 ms | Train Loss : 4.3143 | Grad Norm : 15.1937 | Learning rate : 5.06e-05
Batch : 91 / 196 | Time 271 ms | Train Loss : 4.4021 | Grad Norm : 10.7788 | Learning rate : 5.05e-05
Batch : 92 / 196 | Time 266 ms | Train Loss : 4.4773 | Grad Norm : 18.4428 | Learning rate : 5.04e-05
Batch : 93 / 196 | Time 264 ms | Train Loss : 4.4702 | Grad Norm : 16.1435 | Learning rate : 5.04e-05
Batch : 94 / 196 | Time 269 ms | Train Loss : 4.3454 | Grad Norm : 12.2985 | Learning rate : 5.03e-05
Batch : 95 / 196 | Time 270 ms | Train Loss : 4.3469 | Grad Norm : 17.3799 | Learning rate : 5.02e-05
Batch : 96 / 196 | Time 268 ms | Train Loss : 4.4695 | Grad Norm : 14.8520 | Learning rate : 5.01e-05
Batch : 97 / 196 | Time 273 ms | Train Loss : 4.3412 | Grad Norm : 23.3389 | Learning rate : 5.00e-05
Batch : 98 / 196 | Time 265 ms | Train Loss : 4.3760 | Grad Norm : 11.5900 | Learning rate : 4.99e-05
Batch : 99 / 196 | Time 267 ms | Train Loss : 4.4404 | Grad Norm : 10.6325 | Learning rate : 4.98e-05
Batch : 100 / 196 | Time 265 ms | Train Loss : 4.5573 | Grad Norm : 20.4078 | Learning rate : 4.97e-05
Batch : 101 / 196 | Time 267 ms | Train Loss : 4.3484 | Grad Norm : 15.6197 | Learning rate : 4.96e-05
Batch : 102 / 196 | Time 266 ms | Train Loss : 4.4106 | Grad Norm : 11.6591 | Learning rate : 4.96e-05
Batch : 103 / 196 | Time 277 ms | Train Loss : 4.3662 | Grad Norm : 17.2965 | Learning rate : 4.95e-05
Batch : 104 / 196 | Time 264 ms | Train Loss : 4.4525 | Grad Norm : 18.4244 | Learning rate : 4.94e-05
Batch : 105 / 196 | Time 271 ms | Train Loss : 4.4033 | Grad Norm : 12.0563 | Learning rate : 4.93e-05
Batch : 106 / 196 | Time 265 ms | Train Loss : 4.3619 | Grad Norm : 16.7809 | Learning rate : 4.92e-05
Batch : 107 / 196 | Time 274 ms | Train Loss : 4.4565 | Grad Norm : 15.0433 | Learning rate : 4.91e-05
Batch : 108 / 196 | Time 278 ms | Train Loss : 4.3970 | Grad Norm : 14.8955 | Learning rate : 4.90e-05
Batch : 109 / 196 | Time 268 ms | Train Loss : 4.4060 | Grad Norm : 15.7071 | Learning rate : 4.89e-05
Batch : 110 / 196 | Time 264 ms | Train Loss : 4.3724 | Grad Norm : 17.5504 | Learning rate : 4.88e-05
Batch : 111 / 196 | Time 268 ms | Train Loss : 4.4294 | Grad Norm : 13.7924 | Learning rate : 4.88e-05
Batch : 112 / 196 | Time 273 ms | Train Loss : 4.4680 | Grad Norm : 10.9201 | Learning rate : 4.87e-05
Batch : 113 / 196 | Time 264 ms | Train Loss : 4.3736 | Grad Norm : 17.3549 | Learning rate : 4.86e-05
Batch : 114 / 196 | Time 267 ms | Train Loss : 4.3716 | Grad Norm : 22.1081 | Learning rate : 4.85e-05
Batch : 115 / 196 | Time 268 ms | Train Loss : 4.4616 | Grad Norm : 13.1601 | Learning rate : 4.84e-05
Batch : 116 / 196 | Time 265 ms | Train Loss : 4.2930 | Grad Norm : 16.5006 | Learning rate : 4.83e-05
Batch : 117 / 196 | Time 267 ms | Train Loss : 4.4596 | Grad Norm : 17.4038 | Learning rate : 4.82e-05
Batch : 118 / 196 | Time 275 ms | Train Loss : 4.3461 | Grad Norm : 13.3345 | Learning rate : 4.81e-05
Batch : 119 / 196 | Time 266 ms | Train Loss : 4.3721 | Grad Norm : 12.2420 | Learning rate : 4.80e-05
Batch : 120 / 196 | Time 264 ms | Train Loss : 4.4317 | Grad Norm : 13.1871 | Learning rate : 4.80e-05
Batch : 121 / 196 | Time 265 ms | Train Loss : 4.4084 | Grad Norm : 16.7865 | Learning rate : 4.79e-05
Batch : 122 / 196 | Time 278 ms | Train Loss : 4.3348 | Grad Norm : 14.3239 | Learning rate : 4.78e-05
Batch : 123 / 196 | Time 271 ms | Train Loss : 4.3041 | Grad Norm : 10.6997 | Learning rate : 4.77e-05
Batch : 124 / 196 | Time 268 ms | Train Loss : 4.4353 | Grad Norm : 11.5949 | Learning rate : 4.76e-05
Batch : 125 / 196 | Time 265 ms | Train Loss : 4.3272 | Grad Norm : 17.7781 | Learning rate : 4.75e-05
Batch : 126 / 196 | Time 268 ms | Train Loss : 4.3937 | Grad Norm : 20.3811 | Learning rate : 4.74e-05
Batch : 127 / 196 | Time 264 ms | Train Loss : 4.3938 | Grad Norm : 12.6159 | Learning rate : 4.73e-05
Batch : 128 / 196 | Time 266 ms | Train Loss : 4.3516 | Grad Norm : 18.5011 | Learning rate : 4.72e-05
Batch : 129 / 196 | Time 264 ms | Train Loss : 4.3800 | Grad Norm : 10.7926 | Learning rate : 4.72e-05
Batch : 130 / 196 | Time 264 ms | Train Loss : 4.4503 | Grad Norm : 13.7787 | Learning rate : 4.71e-05
Batch : 131 / 196 | Time 266 ms | Train Loss : 4.4670 | Grad Norm : 11.8791 | Learning rate : 4.70e-05
Batch : 132 / 196 | Time 264 ms | Train Loss : 4.2583 | Grad Norm : 10.8725 | Learning rate : 4.69e-05
Batch : 133 / 196 | Time 270 ms | Train Loss : 4.3940 | Grad Norm : 11.3117 | Learning rate : 4.68e-05
Batch : 134 / 196 | Time 264 ms | Train Loss : 4.3428 | Grad Norm : 15.0505 | Learning rate : 4.67e-05
Batch : 135 / 196 | Time 272 ms | Train Loss : 4.3396 | Grad Norm : 16.9876 | Learning rate : 4.66e-05
Batch : 136 / 196 | Time 271 ms | Train Loss : 4.4505 | Grad Norm : 22.9970 | Learning rate : 4.65e-05
